element,category_id,frequency_in_category
find,Alicante,1
fine,Alicante,17
finger,Alicante,1
finland,Alicante,1
fir,Alicante,1
firework,Alicante,1
fish,Alicante,4
fisherman,Alicante,1
fishing,Alicante,1
fit,Alicante,1
fitness,Alicante,2
flag,Alicante,17
flat,Alicante,7
flavour,Alicante,1
flew,Alicante,1
flip,Alicante,1
floor,Alicante,1
flop,Alicante,1
fly,Alicante,2
fogos,Alicante,1
folk,Alicante,1
food,Alicante,40
foodplaces,Alicante,1
foot,Alicante,27
football,Alicante,2
footpath,Alicante,1
footplenty,Alicante,1
forget,Alicante,4
form,Alicante,1
fort,Alicante,2
found,Alicante,10
fountain,Alicante,2
frame,Alicante,1
frayed,Alicante,1
free,Alicante,17
fresca,Alicante,1
fresh,Alicante,4
friend,Alicante,10
friendliest,Alicante,1
fro,Alicante,1
front,Alicante,27
frothy,Alicante,1
fruit,Alicante,1
fuerta,Alicante,1
full,Alicante,21
fun,Alicante,10
funkier,Alicante,1
funky,Alicante,1
furthest,Alicante,1
gadget,Alicante,1
game,Alicante,2
garb,Alicante,1
garbage,Alicante,1
garden,Alicante,2
gas,Alicante,1
gather,Alicante,1
gaurdamar,Alicante,2
gazebo,Alicante,1
gazibl,Alicante,1
geese,Alicante,1
gem,Alicante,3
gentle,Alicante,4
gesture,Alicante,1
girl,Alicante,3
giver,Alicante,1
glad,Alicante,2
glass,Alicante,3
glimpse,Alicante,1
glorious,Alicante,3
god,Alicante,1
golden,Alicante,15
goleta,Alicante,1
golf,Alicante,2
gomiz,Alicante,1
good,Alicante,91
gorfeous,Alicante,1
gorgeous,Alicante,6
grab,Alicante,1
grace,Alicante,1
gran,Alicante,2
grass,Alicante,5
great,Alicante,118
greate,Alicante,1
green,Alicante,2
greenery,Alicante,1
grocery,Alicante,1
groovy,Alicante,1
grossa,Alicante,1
ground,Alicante,2
group,Alicante,1
grown,Alicante,1
guadamar,Alicante,1
guard,Alicante,16
guardemar,Alicante,1
guess,Alicante,3
guide,Alicante,1
gulf,Alicante,1
guy,Alicante,2
gym,Alicante,3
haggle,Alicante,1
half,Alicante,5
hall,Alicante,3
ham,Alicante,1
hammer,Alicante,1
hand,Alicante,8
handicraft,Alicante,1
handy,Alicante,1
hang,Alicante,2
happy,Alicante,3
harbor,Alicante,1
harbour,Alicante,4
hard,Alicante,8
harder,Alicante,1
hardware,Alicante,1
hardy,Alicante,3
harsh,Alicante,1
hart,Alicante,1
hat,Alicante,1
hav,Alicante,1
hawk,Alicante,1
hazard,Alicante,1
hdmi,Alicante,1
head,Alicante,8
hear,Alicante,3
heard,Alicante,1
heart,Alicante,1
heat,Alicante,3
heaven,Alicante,1
hectic,Alicante,1
heed,Alicante,1
height,Alicante,2
helicopter,Alicante,1
help,Alicante,4
helpful,Alicante,5
helpfull,Alicante,1
helston,Alicante,1
hence,Alicante,2
herbal,Alicante,1
hesitate,Alicante,2
hey,Alicante,1
high,Alicante,12
hill,Alicante,1
hire,Alicante,25
historic,Alicante,1
hit,Alicante,1
hoard,Alicante,1
holiday,Alicante,27
holidaymaker,Alicante,1
holy,Alicante,2
holydays,Alicante,1
home,Alicante,5
honest,Alicante,2
honeymoon,Alicante,1
hoop,Alicante,1
hoopoe,Alicante,1
hop,Alicante,1
horizion,Alicante,1
horizon,Alicante,1
horrid,Alicante,2
hospes,Alicante,1
hot,Alicante,13
hotdog,Alicante,1
hotel,Alicante,42
hotspot,Alicante,2
hour,Alicante,33
house,Alicante,11
hr,Alicante,1
hubby,Alicante,1
huertas,Alicante,2
huge,Alicante,17
humidity,Alicante,1
hundred,Alicante,1
hungry,Alicante,1
hunt,Alicante,2
hurt,Alicante,1
husa,Alicante,1
husband,Alicante,6
hussle,Alicante,1
hustle,Alicante,1
hut,Alicante,5
ibiza,Alicante,2
ice,Alicante,10
iconic,Alicante,1
id,Alicante,3
idea,Alicante,3
ideal,Alicante,12
idyllic,Alicante,2
ie,Alicante,1
ignore,Alicante,4
ike,Alicante,1
im,Alicante,3
imagine,Alicante,5
immediate,Alicante,2
impossible,Alicante,2
impressed,Alicante,4
impression,Alicante,2
impressive,Alicante,2
inbuilt,Alicante,1
incline,Alicante,1
inclusive,Alicante,1
incredible,Alicante,2
independent,Alicante,1
indicate,Alicante,1
individual,Alicante,1
indoor,Alicante,2
inflatable,Alicante,3
inflatables,Alicante,2
influence,Alicante,1
information,Alicante,5
ingredient,Alicante,1
inlaid,Alicante,1
inland,Alicante,1
inlet,Alicante,1
inn,Alicante,1
installation,Alicante,1
instruction,Alicante,1
interested,Alicante,1
interior,Alicante,1
interval,Alicante,4
intofmation,Alicante,1
invasion,Alicante,1
involves,Alicante,1
isla,Alicante,1
island,Alicante,1
isnt,Alicante,2
issue,Alicante,1
item,Alicante,3
itll,Alicante,1
itmis,Alicante,1
ive,Alicante,8
jam,Alicante,2
jamie,Alicante,1
january,Alicante,6
jaun,Alicante,1
jealous,Alicante,1
jellyfish,Alicante,4
jersey,Alicante,1
jet,Alicante,1
joan,Alicante,1
job,Alicante,2
jog,Alicante,1
jogger,Alicante,2
jogging,Alicante,4
join,Alicante,1
joint,Alicante,1
joiosa,Alicante,1
journey,Alicante,3
journeyed,Alicante,1
joy,Alicante,1
juan,Alicante,49
july,Alicante,7
jump,Alicante,2
jumping,Alicante,2
jumpng,Alicante,1
jun,Alicante,1
june,Alicante,3
jusn,Alicante,1
kathleen,Alicante,1
keep,Alicante,1
kept,Alicante,9
ketchup,Alicante,1
kick,Alicante,1
kid,Alicante,36
kilometer,Alicante,2
kilometre,Alicante,6
kind,Alicante,3
king,Alicante,6
kiosk,Alicante,4
km,Alicante,28
knew,Alicante,3
knicknacks,Alicante,1
know,Alicante,1
la,Alicante,20
lack,Alicante,6
lady,Alicante,7
laid,Alicante,2
lake,Alicante,1
land,Alicante,1
landmark,Alicante,1
language,Alicante,1
lap,Alicante,1
large,Alicante,24
last,Alicante,7
law,Alicante,1
lawn,Alicante,1
lay,Alicante,6
lead,Alicante,1
leaf,Alicante,1
league,Alicante,1
leapt,Alicante,1
least,Alicante,7
leather,Alicante,3
left,Alicante,9
length,Alicante,7
lengthy,Alicante,1
lethal,Alicante,1
level,Alicante,1
library,Alicante,1
life,Alicante,27
lifeguard,Alicante,25
lift,Alicante,5
light,Alicante,5
lighthouse,Alicante,3
like,Alicante,1
likely,Alicante,1
lilo,Alicante,2
limited,Alicante,5
line,Alicante,11
link,Alicante,1
listen,Alicante,1
liter,Alicante,1
literary,Alicante,1
litter,Alicante,2
little,Alicante,42
live,Alicante,6
living,Alicante,1
load,Alicante,7
lobby,Alicante,1
local,Alicante,31
location,Alicante,8
locker,Alicante,1
lola,Alicante,1
londres,Alicante,4
long,Alicante,1
longer,Alicante,2
longs,Alicante,1
loo,Alicante,2
look,Alicante,21
lookie,Alicante,2
lookwd,Alicante,1
looky,Alicante,4
loooong,Alicante,1
lorraine,Alicante,1
lot,Alicante,93
loud,Alicante,1
lounge,Alicante,3
lounger,Alicante,28
love,Alicante,24
lover,Alicante,1
low,Alicante,2
luceros,Alicante,1
luck,Alicante,1
lucky,Alicante,2
lunch,Alicante,8
macdonald,Alicante,1
macdonalds,Alicante,2
machine,Alicante,1
magic,Alicante,1
magnificent,Alicante,3
main,Alicante,20
maintanance,Alicante,1
maintenance,Alicante,1
maker,Alicante,4
malaya,Alicante,1
mall,Alicante,1
man,Alicante,3
manageable,Alicante,1
many,Alicante,56
map,Alicante,2
mar,Alicante,3
marina,Alicante,21
market,Alicante,10
married,Alicante,1
mass,Alicante,1
massage,Alicante,8
massive,Alicante,4
mat,Alicante,1
mata,Alicante,3
matter,Alicante,2
maximum,Alicante,1
mc,Alicante,1
mcdonald,Alicante,5
mcdonalds,Alicante,4
meal,Alicante,6
mean,Alicante,4
meant,Alicante,4
mediterranean,Alicante,3
melia,Alicante,5
member,Alicante,1
men,Alicante,3
mention,Alicante,2
menu,Alicante,2
mercado,Alicante,4
mercadona,Alicante,1
mess,Alicante,1
met,Alicante,1
metal,Alicante,1
meter,Alicante,4
metre,Alicante,7
mexico,Alicante,1
mid,Alicante,4
midday,Alicante,1
middle,Alicante,9
midnight,Alicante,1
mighty,Alicante,1
mild,Alicante,1
mile,Alicante,32
min,Alicante,11
mind,Alicante,3
mindful,Alicante,1
mine,Alicante,1
mini,Alicante,1
minus,Alicante,2
minute,Alicante,26
miriad,Alicante,1
miss,Alicante,5
mist,Alicante,1
mistake,Alicante,1
mix,Alicante,1
mixture,Alicante,1
moderatley,Alicante,1
modern,Alicante,2
mojito,Alicante,1
mom,Alicante,1
moment,Alicante,1
moncayo,Alicante,1
monday,Alicante,1
money,Alicante,2
monitor,Alicante,1
montaditos,Alicante,2
month,Alicante,9
monumental,Alicante,1
moreover,Alicante,2
morning,Alicante,14
mosaic,Alicante,1
mother,Alicante,1
mountain,Alicante,7
move,Alicante,5
movement,Alicante,1
much,Alicante,38
muchavista,Alicante,3
muggy,Alicante,1
multi,Alicante,1
murky,Alicante,3
museum,Alicante,2
music,Alicante,11
muy,Alicante,1
naked,Alicante,1
narrow,Alicante,1
nasty,Alicante,3
native,Alicante,1
natural,Alicante,4
nature,Alicante,1
naturist,Alicante,1
ne,Alicante,1
neach,Alicante,1
near,Alicante,2
nearer,Alicante,1
need,Alicante,24
neighborhood,Alicante,1
neighbour,Alicante,1
nerve,Alicante,1
net,Alicante,1
new,Alicante,7
news,Alicante,1
next,Alicante,20
nicer,Alicante,4
nicevery,Alicante,1
night,Alicante,19
nightlife,Alicante,1
nique,Alicante,1
niza,Alicante,1
noise,Alicante,3
noisy,Alicante,2
non,Alicante,3
none,Alicante,1
noone,Alicante,1
normal,Alicante,1
north,Alicante,8
northern,Alicante,2
note,Alicante,3
nothing,Alicante,7
notice,Alicante,3
novality,Alicante,1
november,Alicante,4
nowadays,Alicante,1
nozzle,Alicante,1
nr,Alicante,1
nuber,Alicante,1
nudist,Alicante,1
number,Alicante,10
numbered,Alicante,1
numerous,Alicante,4
nw,Alicante,1
objective,Alicante,1
obligation,Alicante,1
obstacle,Alicante,1
occasion,Alicante,5
occasional,Alicante,1
ocean,Alicante,2
oct,Alicante,1
october,Alicante,9
odd,Alicante,1
offer,Alicante,1
offering,Alicante,3
official,Alicante,1
offs,Alicante,1
oh,Alicante,1
oil,Alicante,1
ok,Alicante,9
okay,Alicante,2
okbusy,Alicante,1
old,Alicante,27
olso,Alicante,1
omg,Alicante,1
one,Alicante,7
open,Alicante,7
opinion,Alicante,2
opionion,Alicante,1
oppinion,Alicante,1
opportunity,Alicante,3
opposite,Alicante,2
optimal,Alicante,1
option,Alicante,6
order,Alicante,1
ordinary,Alicante,1
organization,Alicante,1
original,Alicante,1
ot,Alicante,1
others,Alicante,6
outdoor,Alicante,2
outskirt,Alicante,1
outstanding,Alicante,2
overall,Alicante,6
overcast,Alicante,1
overdone,Alicante,1
overhead,Alicante,2
overpass,Alicante,2
overwhelmed,Alicante,1
owner,Alicante,5
ozone,Alicante,1
packed,Alicante,7
paddle,Alicante,4
paddleboat,Alicante,1
padrino,Alicante,1
paella,Alicante,5
paid,Alicante,3
pain,Alicante,1
pair,Alicante,1
palm,Alicante,11
palo,Alicante,1
papaya,Alicante,1
paper,Alicante,2
paradise,Alicante,1
paradisiacal,Alicante,1
parallel,Alicante,1
parasol,Alicante,27
parc,Alicante,2
parent,Alicante,1
parental,Alicante,1
park,Alicante,30
parking,Alicante,41
parlour,Alicante,3
parosol,Alicante,2
parque,Alicante,1
part,Alicante,20
particular,Alicante,1
partner,Alicante,1
party,Alicante,4
paseo,Alicante,2
pass,Alicante,1
passer,Alicante,1
passing,Alicante,1
past,Alicante,2
patch,Alicante,1
pathway,Alicante,1
patio,Alicante,1
pay,Alicante,11
peace,Alicante,5
peaceful,Alicante,8
peacock,Alicante,1
peak,Alicante,5
pebble,Alicante,1
pebbleless,Alicante,1
pedal,Alicante,2
pedallo,Alicante,1
peddalos,Alicante,1
pedestrian,Alicante,3
peninsula,Alicante,3
peolpe,Alicante,1
people,Alicante,96
perfecct,Alicante,1
perfect,Alicante,34
perfection,Alicante,1
period,Alicante,3
person,Alicante,5
personell,Alicante,1
petrol,Alicante,1
pf,Alicante,1
photo,Alicante,2
photography,Alicante,1
pick,Alicante,6
pickpocket,Alicante,1
picnic,Alicante,5
picture,Alicante,3
picturesque,Alicante,2
piece,Alicante,2
pier,Alicante,2
pigeon,Alicante,2
pile,Alicante,1
pineforrest,Alicante,1
pinet,Alicante,1
pink,Alicante,2
pipe,Alicante,1
pit,Alicante,1
pitch,Alicante,1
pity,Alicante,1
pizza,Alicante,2
pl,Alicante,1
place,Alicante,115
placs,Alicante,1
plan,Alicante,1
planet,Alicante,1
plastic,Alicante,1
plate,Alicante,1
platja,Alicante,1
play,Alicante,20
playa,Alicante,39
playas,Alicante,2
played,Alicante,1
playground,Alicante,11
playlifeguards,Alicante,1
plaza,Alicante,4
pleasant,Alicante,12
please,Alicante,2
pleased,Alicante,1
pleasurable,Alicante,1
pleasure,Alicante,1
plentiful,Alicante,3
plenty,Alicante,70
pm,Alicante,10
point,Alicante,12
poisonous,Alicante,1
pola,Alicante,5
police,Alicante,5
policeman,Alicante,1
polite,Alicante,3
pond,Alicante,3
poo,Alicante,2
pool,Alicante,14
pop,Alicante,4
popular,Alicante,17
popularity,Alicante,1
port,Alicante,7
porta,Alicante,2
portable,Alicante,1
portiguet,Alicante,1
positive,Alicante,1
possible,Alicante,2
post,Alicante,2
postiguet,Alicante,12
poularity,Alicante,1
practical,Alicante,1
prefer,Alicante,3
preference,Alicante,1
prepare,Alicante,1
prepared,Alicante,2
present,Alicante,1
presentable,Alicante,1
presume,Alicante,1
prettier,Alicante,1
prettiest,Alicante,1
previous,Alicante,1
price,Alicante,16
pricey,Alicante,1
prima,Alicante,1
prison,Alicante,1
pristine,Alicante,1
privacy,Alicante,2
private,Alicante,2
prize,Alicante,1
problem,Alicante,8
prom,Alicante,5
promanade,Alicante,1
promenace,Alicante,1
promenade,Alicante,42
prone,Alicante,1
province,Alicante,3
proximity,Alicante,2
prune,Alicante,1
psoriasis,Alicante,1
pub,Alicante,1
public,Alicante,16
puerto,Alicante,1
pull,Alicante,2
punch,Alicante,1
punta,Alicante,1
pure,Alicante,3
push,Alicante,2
pushchair,Alicante,1
put,Alicante,5
pw,Alicante,1
qu,Alicante,1
quad,Alicante,1
quaintness,Alicante,1
quality,Alicante,2
quick,Alicante,3
quiet,Alicante,40
quieter,Alicante,13
rage,Alicante,1
rail,Alicante,1
railing,Alicante,1
railway,Alicante,2
rake,Alicante,1
ramp,Alicante,1
ranfe,Alicante,1
range,Alicante,2
rare,Alicante,1
rate,Alicante,2
rating,Alicante,2
ray,Alicante,1
rc,Alicante,1
rd,Alicante,3
reach,Alicante,10
reachable,Alicante,1
read,Alicante,4
reading,Alicante,2
ready,Alicante,1
real,Alicante,1
reality,Alicante,1
realy,Alicante,1
reason,Alicante,2
reasonable,Alicante,10
reccomend,Alicante,2
receipt,Alicante,1
recent,Alicante,1
reception,Alicante,2
receptionist,Alicante,1
recomand,Alicante,1
recommend,Alicante,19
red,Alicante,7
refreshment,Alicante,5
refrigerator,Alicante,1
region,Alicante,1
regular,Alicante,4
reina,Alicante,1
relax,Alicante,12
relaxed,Alicante,6
remain,Alicante,1
reminds,Alicante,1
reminiscent,Alicante,1
rent,Alicante,18
rental,Alicante,3
repetative,Alicante,1
report,Alicante,2
request,Alicante,1
require,Alicante,1
requirement,Alicante,2
research,Alicante,2
reserve,Alicante,3
resident,Alicante,1
residential,Alicante,2
residue,Alicante,1
resort,Alicante,7
respect,Alicante,1
response,Alicante,1
rest,Alicante,6
restaraunts,Alicante,1
restaurant,Alicante,157
restaurantes,Alicante,1
restaurantsnice,Alicante,1
restautants,Alicante,1
restautrants,Alicante,1
resteraunts,Alicante,1
resteruants,Alicante,1
restraunt,Alicante,1
restraunts,Alicante,2
restroom,Alicante,2
resturants,Alicante,1
result,Alicante,2
return,Alicante,7
review,Alicante,6
reviewer,Alicante,3
rhododendron,Alicante,1
rid,Alicante,1
ride,Alicante,6
rider,Alicante,1
right,Alicante,31
rinse,Alicante,3
rio,Alicante,1
rip,Alicante,2
ripped,Alicante,2
riptide,Alicante,1
rise,Alicante,3
risk,Alicante,1
rival,Alicante,1
river,Alicante,1
road,Alicante,20
roam,Alicante,1
rock,Alicante,10
rocky,Alicante,3
roll,Alicante,1
romantic,Alicante,1
room,Alicante,20
roped,Alicante,1
roqueta,Alicante,1
rough,Alicante,7
round,Alicante,6
route,Alicante,4
rub,Alicante,1
rubbish,Alicante,6
rude,Alicante,3
ruin,Alicante,1
run,Alicante,8
runner,Alicante,1
rush,Alicante,2
sad,Alicante,1
safe,Alicante,23
safest,Alicante,1
safety,Alicante,4
salad,Alicante,2
sale,Alicante,1
salesians,Alicante,1
salt,Alicante,1
salty,Alicante,2
san,Alicante,53
sana,Alicante,1
sand,Alicante,144
sandal,Alicante,1
sandcastle,Alicante,2
sandwhich,Alicante,1
sandwich,Alicante,2
sandy,Alicante,57
sang,Alicante,1
sangria,Alicante,5
santa,Alicante,15
sarong,Alicante,1
sat,Alicante,2
saturday,Alicante,3
sausage,Alicante,2
savage,Alicante,1
saw,Alicante,5
scene,Alicante,1
scenery,Alicante,2
score,Alicante,1
screen,Alicante,1
sculpture,Alicante,1
se,Alicante,1
sea,Alicante,121
seafloor,Alicante,1
seafood,Alicante,1
seafront,Alicante,4
seagrass,Alicante,1
seam,Alicante,1
search,Alicante,1
seashell,Alicante,1
seaside,Alicante,2
season,Alicante,31
seat,Alicante,1
seawater,Alicante,1
seaweed,Alicante,5
seaweedy,Alicante,1
second,Alicante,1
secret,Alicante,3
section,Alicante,6
seem,Alicante,4
segura,Alicante,5
selection,Alicante,4
sell,Alicante,4
seller,Alicante,8
sensation,Alicante,1
sensational,Alicante,1
sense,Alicante,3
sent,Alicante,2
sep,Alicante,1
separate,Alicante,1
sept,Alicante,1
september,Alicante,7
serenity,Alicante,1
serious,Alicante,1
serra,Alicante,1
service,Alicante,14
set,Alicante,8
seventy,Alicante,1
several,Alicante,14
sewage,Alicante,2
shack,Alicante,1
shade,Alicante,12
shadow,Alicante,1
shaken,Alicante,1
shale,Alicante,1
shallow,Alicante,17
shame,Alicante,3
share,Alicante,1
shell,Alicante,2
shelter,Alicante,3
shift,Alicante,2
shine,Alicante,1
shingle,Alicante,1
ship,Alicante,5
shirt,Alicante,1
shisha,Alicante,1
shoal,Alicante,1
shoe,Alicante,4
shop,Alicante,41
shopping,Alicante,7
shore,Alicante,4
shoreline,Alicante,2
short,Alicante,15
shortish,Alicante,1
show,Alicante,1
shower,Alicante,21
side,Alicante,24
sidewalk,Alicante,3
sidi,Alicante,1
sight,Alicante,2
sign,Alicante,2
silent,Alicante,1
silky,Alicante,1
similar,Alicante,1
simple,Alicante,3
singer,Alicante,1
sip,Alicante,2
sister,Alicante,1
sit,Alicante,13
site,Alicante,3
sits,Alicante,1
skatepark,Alicante,1
ski,Alicante,1
sky,Alicante,1
skyline,Alicante,1
skyscraper,Alicante,1
slap,Alicante,1
slice,Alicante,1
slight,Alicante,1
slope,Alicante,3
sludge,Alicante,1
small,Alicante,30
smell,Alicante,4
smelt,Alicante,2
smile,Alicante,1
smooth,Alicante,1
snack,Alicante,16
snackwater,Alicante,1
snax,Alicante,1
snooze,Alicante,1
soccer,Alicante,1
social,Alicante,1
sofa,Alicante,1
soft,Alicante,24
softer,Alicante,1
sol,Alicante,1
solerno,Alicante,1
solo,Alicante,1
someday,Alicante,1
somehow,Alicante,1
someone,Alicante,3
something,Alicante,11
son,Alicante,1
sorry,Alicante,1
sort,Alicante,4
soulless,Alicante,1
sound,Alicante,2
south,Alicante,5
southern,Alicante,2
souvenir,Alicante,4
space,Alicante,31
spacious,Alicante,2
spainto,Alicante,1
speak,Alicante,2
speand,Alicante,1
special,Alicante,2
specie,Alicante,1
specific,Alicante,1
spectacular,Alicante,4
speed,Alicante,1
spend,Alicante,13
spendind,Alicante,1
spending,Alicante,1
spent,Alicante,23
spirit,Alicante,1
split,Alicante,1
spoilt,Alicante,2
spoke,Alicante,1
sport,Alicante,9
spot,Alicante,24
spotless,Alicante,3
spread,Alicante,2
spring,Alicante,2
square,Alicante,3
squirrel,Alicante,1
st,Alicante,3
staff,Alicante,14
staircase,Alicante,1
stall,Alicante,4
stand,Alicante,1
standard,Alicante,3
star,Alicante,7
stare,Alicante,2
start,Alicante,4
state,Alicante,1
station,Alicante,11
stay,Alicante,32
stayed,Alicante,14
steady,Alicante,2
steak,Alicante,2
steep,Alicante,1
step,Alicante,6
stephen,Alicante,1
stereotypical,Alicante,1
steward,Alicante,1
stick,Alicante,1
stilll,Alicante,1
sto,Alicante,1
stone,Alicante,2
stood,Alicante,1
stop,Alicante,16
store,Alicante,2
storm,Alicante,3
straight,Alicante,1
strange,Alicante,2
strech,Alicante,1
street,Alicante,17
stretch,Alicante,28
stride,Alicante,1
string,Alicante,1
strip,Alicante,3
stroll,Alicante,10
strong,Alicante,14
struggle,Alicante,1
stuck,Alicante,1
stuff,Alicante,2
stuffed,Alicante,1
style,Alicante,4
subbed,Alicante,1
substantial,Alicante,1
suburb,Alicante,2
sudden,Alicante,1
suffer,Alicante,1
suggest,Alicante,2
suit,Alicante,2
suitable,Alicante,5
suitcase,Alicante,1
